playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot
enomoao01,enomoao01,,,1992,07,24,Japan,,,,,,,,,Aoi,Enomoto,,榎本 葵,,176,71,L,L,2011,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enomoki01,enomoki01,,,1936,12,05,Japan,,,,,,,,,Kihachi,Enomoto,,榎本 喜八,The Genius,157,68,L,L,1955,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enomona01,enomona01,,,1948,07,10,Japan,,,,,,,,,Naoki,Enomoto,,榎本 直樹,,174,70,L,L,1972,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enomosh01,enomosh01,,,1923,02,05,Japan,,,,,,,,,Shigeru,Enomoto,,榎本 茂,,159,69,R,R,1950,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enoshyo01,enoshyo01,,,1988,07,21,Japan,,,,,,,,,Yodai,Enoshita,,榎下 陽大,,170,70,R,R,2011,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epplety01,epplety01,,,1993,01,05,Japan,,,,,,,,,Tyler,Eppler,,Ｔ．エップラー,,229,77,R,R,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erianh01,erianh01,,,,,,Japan,,,,,,,,,,,,Erian H.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erlinro01,erlinro01,,,1990,10,08,United States,,,,,,,,,Robbie,Erlin,,Ｒ．アーリン,,190,72,R,L,2021,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esakama01,esakama01,,,1967,08,09,Japan,,,,,,,,,Masaaki,Esaka,,江坂 政明,,176,72,L,L,1992,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esakite01,esakite01,,,1934,07,21,Japan,,,,,,,,,Teruo,Esaki,,江崎 照雄,,170,73,R,R,1957,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escobal01,escobal01,,,1986,12,16,Venezuela,,,,,,,,,Alcides,Escobar,,Ａ．エスコバー,,194,73,R,R,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escobed01,escobed01,,,1992,04,22,Venezuela,,,,,,,,,Edwin,Escobar,,Ｅ．エスコバー,,225,74,L,L,2017,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
espadjo01,espadjo01,,,1997,02,22,United States,,,,,,,,,Jose,Espada,,Ｊ．エスパーダ,,170,72,R,R,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
espinan01,espinan01,,,1998,03,09,Japan,,,,,,,,,Anderson,Espinoza,,Ａ．エスピノーザ,,190,72,R,R,2024,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
espinra01,espinra01,,,1991,10,06,Dominican Republic,,,,,,,,,Raynel,Espinal,,Ｒ．エスピナル,,214,75,R,R,2023,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
essegch01,essegch01,,,1931,08,09,Japan,,,,,,,,,Chuck,Essegian,,チャック,,201,71,R,R,1964,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etoak01,etoak01,,,1970,04,15,Japan,,,,,,,,,Akira,Eto,,江藤 智,,209,72,R,R,1989,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etoda01,etoda01,,,1922,10,14,Japan,,,,,,,,,Daisuke,Eto,,衛藤 大輔,,141,67,R,R,1948,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etoha01,etoha01,,,1922,05,09,Japan,,,,,,,,,Haruyasu,Eto,,江藤 晴康,,165,70,R,R,1949,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etosh01,etosh01,,,1942,04,29,Japan,,,,,,,,,Shozo,Eto,,江藤 省三,,154,68,R,R,1966,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etosh02,etosh02,etosh02,,1937,10,06,Japan,,,,,,,,,Shinichi,Eto,,江藤 慎一,,176,70,R,R,1959,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etota01,etota01,,,1940,08,13,Japan,,,,,,,,,Tatsuo,Eto,,江渡 辰郎,,154,71,R,R,1959,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etouse01,etouse01,,,,,,Japan,,,,,,,,,,,,Etou Sei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evansni01,evansni01,,,1986,01,30,United States,,,,,,,,,Nick,Evans,,Ｎ．エバンス,,218,74,R,R,2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evansto01,evansto01,,,1974,07,09,Japan,,,,,,,,,Tom,Evans,,Ｔ．エバンス,,201,73,R,R,2001,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ewingsa01,ewingsa01,,,1949,04,09,Japan,,,,,,,,,Sam,Ewing,,Ｓ．ユーイング,,205,75,L,R,1979,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ezakima01,ezakima01,,,1926,03,05,Japan,,,,,,,,,Masayoshi,Ezaki,,江崎 正義,,132,65,R,R,1946,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabiasa01,fabiasa01,,,1998,03,06,Dominican Republic,,,,,,,,,Sandro,Fabian,,Ｓ．ファビアン,,179,71,R,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkebr01,falkebr01,,,1978,01,18,United States,,,,,,,,,Brian,Falkenborg,,Ｂ．ファルケンボーグ,,234,79,R,R,2009,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felicju01,felicju01,,,1980,04,06,Japan,,,,,,,,,Juan,Feliciano,,Ｊ．フェリシアーノ,,192,72,R,R,2004,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felicpe01,felicpe01,,,1976,08,25,Japan,,,,,,,,,Pedro,Feliciano,,Ｐ．フェリシアーノ,,185,70,L,L,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felixma01,felixma01,,,1999,11,29,Japan,,,,,,,,,Mailon,Felix,,Ｍ．フェリックス,,179,75,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felizcr01,felizcr01,,,2002,09,07,Japan,,,,,,,,,Cristian,Feliz,,Ｃ．フェリス,,280,79,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felizda01,felizda01,,,1999,08,19,Japan,,,,,,,,,Daritzon,Feliz,,Ｄ．フェリス,,192,74,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felizmi01,felizmi01,,,1993,06,28,Dominican Republic,,,,,,,,,Michael,Feliz,,Ｍ．フェリス,,245,77,R,R,2023,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernach01,fernach01,,,1932,03,02,Japan,,,,,,,,,Chico,Fernandez,,Ｃ．フェルナンデス,,194,72,R,R,1965,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernaja01,fernaja01,,,1974,11,02,Japan,,,,,,,,,Jared,Fernandez,,ＪＡ．フェルナンデス,,220,76,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernajo01,fernajo01,,,1974,11,02,Dominican Republic,,,,,,,,,Jose,Fernandez,,Ｊ．フェルナンデス,,220,76,R,R,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernaju01,fernaju01,,,1997,03,02,Dominican Republic,,,,,,,,,Junior,Fernandez,,Ｊ．フェルナンデス,,234,75,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernalu01,fernalu01,,,1992,04,13,Japan,,,,,,,,,Luciano,Fernando,,フェルナンド,,174,69,R,R,2015,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernara01,fernara01,,,1986,04,23,Brazil,,,,,,,,,Rafael,Fernandes,,Ｒ．フェルナンデス,,172,71,R,R,2009,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernato01,fernato01,,,1962,08,06,Japan,,,,,,,,,Tony,Fernandez,,Ｔ．フェルナンデス,,201,73,B,R,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldce01,fieldce01,,,1963,09,21,United States,,,,,,,,,Cecil,Fielder,,Ｃ．フィルダー,,223,74,R,R,1989,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldjo01,fieldjo01,,,1982,12,14,United States,,,,,,,,,Josh,Fields,,Ｊ．フィールズ,,209,74,R,R,2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifest01,fifest01,,,1986,10,04,United States,,,,,,,,,Stephen,Fife,,Ｓ．ファイフ,,225,75,R,R,2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figaral01,figaral01,,,1984,07,07,Dominican Republic,,,,,,,,,Alfredo,Figaro,,Ａ．フィガロ,,172,72,R,R,2011,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filkile01,filkile01,,,1956,09,14,Japan,,,,,,,,,Leslie,Filkins,,Ｌ．フィルキンス,,187,71,L,L,1983,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fioreje01,fioreje01,,,1983,04,14,United States,,,,,,,,,Jeff,Fiorentino,,Ｊ．フィオレンティーノ,,190,73,L,R,2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
florejo01,florejo01,,,1989,06,04,Japan,,,,,,,,,Jose,Flores,,Ｊ．フローレス,,265,75,R,R,2020,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flurypa01,flurypa01,,,1973,03,14,Japan,,,,,,,,,Patrick,Flury,,Ｐ．フリューリー,,216,72,R,R,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flyntwi01,flyntwi01,,,1967,11,23,United States,,,,,,,,,Will,Flynt,,Ｗ．フリント,,214,77,L,L,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fordle01,fordle01,,,1976,08,12,Japan,,,,,,,,,Lewis,Ford,,Ｌ．フォード,,201,72,R,R,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fordmi01,fordmi01,,,1992,07,04,United States,,,,,,,,,Mike,Ford,,Ｍ．フォード,,225,72,L,R,2024,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fossuca01,fossuca01,,,1978,01,06,United States,,,,,,,,,Casey,Fossum,,Ｃ．フォッサム,,165,73,L,L,2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foxst01,foxst01,,,1946,02,12,Japan,,,,,,,,,Steve,Fox,,Ｓ．フォックス,,183,72,L,L,1969,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foytapa01,foytapa01,,,1930,11,06,Japan,,,,,,,,,Paul,Foytack,,Ｐ．ホイタック,,179,71,R,R,1949,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fperuxx01,fperuxx01,,,,,,Japan,,,,,,,,,,,,Perdomo Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frances01,frances01,,,1980,11,25,Japan,,,,,,,,,Esterlin,Franco,,Ｅ．フランコ,,187,73,R,R,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francju01,francju01,,,1987,06,24,Dominican Republic,,,,,,,,,Juan,Francisco,,Ｊ．フランシスコ,,245,74,L,R,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francju02,francju02,,,1958,08,23,Dominican Republic,,,,,,,,,Julio,Franco,,Ｊ．フランコ,,187,73,R,R,1995,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francma01,francma01,,,1992,08,26,Dominican Republic,,,,,,,,,Maikel,Franco,,Ｍ．フランコ,,231,73,R,R,2023,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francma02,francma02,,,1969,08,19,Japan,,,,,,,,,Matt,Franco,,Ｍ．フランコ,,209,73,L,R,2004,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankmi01,frankmi01,,,1972,04,25,Japan,,,,,,,,,Micah,Franklin,,Ｍ．フランクリン,,194,72,B,R,1999,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
franzge01,franzge01,,,1993,09,25,Dominican Republic,,,,,,,,,Geronimo,Franzua,,Ｇ．フランスア,,225,73,L,L,2018,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frasewi01,frasewi01,,,1964,05,26,United States,,,,,,,,,Willie,Fraser,,Ｗ．フレーザー,,207,72,R,R,1996,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuchisu01,fuchisu01,,,1948,01,08,Japan,,,,,,,,,Sumio,Fuchigami,,淵上 澄雄,,183,71,R,R,1966,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuchiyo01,fuchiyo01,,,1974,05,23,Japan,,,,,,,,,Yoshiyuki,Fuchiwaki,,渕脇 芳行,,181,72,R,R,1993,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fudato01,fudato01,,,1941,07,08,Japan,,,,,,,,,Toshio,Fuda,,布田 敏雄,,154,67,R,R,1960,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiehi01,fujiehi01,,,1986,01,27,Japan,,,,,,,,,Hitoshi,Fujie,,藤江 均,,170,70,R,R,2009,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiese01,fujiese01,,,1931,02,13,Japan,,,,,,,,,Seishi,Fujie,,藤江 清志,,132,67,R,R,1953,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiesh01,fujiesh01,,,1965,08,19,Japan,,,,,,,,,Shinji,Fujieda,,藤枝 慎治,,174,69,R,R,1984,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujihma01,fujihma01,,,1988,01,14,Japan,,,,,,,,,Masanori,Fujihara,,藤原 正典,,183,72,L,L,2010,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujihsh01,fujihsh01,,,1998,09,21,Japan,,,,,,,,,Shoma,Fujihira,,藤平 尚真,,187,73,R,R,2017,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujihya01,fujihya01,,,1957,10,18,Japan,,,,,,,,,Yasuyuki,Fujihara,,藤原 保行,,165,71,R,R,1980,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiiak01,fujiiak01,,,1976,06,18,Japan,,,,,,,,,Akihito,Fujii,,藤井 彰人,,176,67,R,R,1999,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiiat01,fujiiat01,,,1981,05,20,Japan,,,,,,,,,Atsushi,Fujii,,藤井 淳志,,181,72,B,R,2006,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiiei01,fujiiei01,,,1940,02,01,Japan,,,,,,,,,Eiji,Fujii,,藤井 栄治,,170,68,L,R,1962,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiihi01,fujiihi01,,,1935,09,29,Japan,,,,,,,,,Hiromu,Fujii,,藤井 弘,,183,72,R,R,1955,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiiis01,fujiiis01,fujiiis01,,1916,10,20,Japan,,,,,,,,,Isamu,Fujii,,藤井 勇,,157,68,L,L,1936,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiiko01,fujiiko01,,,1996,07,29,Japan,,,,,,,,,Kouya,Fujii,,藤井 皓哉,,190,72,L,R,2015,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiima01,fujiima01,,,1996,10,03,Japan,,,,,,,,,Masaru,Fujii,,藤井 聖,,176,69,L,L,2021,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiima02,fujiima02,,,1974,01,14,Japan,,,,,,,,,Masashi,Fujii,,藤井 優志,,203,72,R,R,1996,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiima03,fujiima03,,,1968,10,16,Japan,,,,,,,,,Masao,Fujii,,藤井 将雄,,159,70,R,R,1995,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiimi01,fujiimi01,,,1922,07,24,Japan,,,,,,,,,Michio,Fujii,,藤井 道夫,,146,67,R,R,1950,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiino01,fujiino01,,,1949,01,20,Japan,,,,,,,,,Nobuyuki,Fujii,,藤井 信行,,176,71,R,R,1970,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiire01,fujiire01,,,1999,09,17,Japan,,,,,,,,,Reira,Fujii,,藤井 黎來,,198,72,R,R,2018,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiiry01,fujiiry01,,,1988,09,30,Japan,,,,,,,,,Ryota,Fujii,,藤井 亮太,,161,69,L,R,2014,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiise01,fujiise01,,,1931,09,17,Japan,,,,,,,,,Seiichiro,Fujii,,藤井 清一郎,,132,68,L,L,1952,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiish01,fujiish01,,,1977,05,12,Japan,,,,,,,,,Shugo,Fujii,,藤井 秀悟,,190,69,L,L,2000,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiiya01,fujiiya01,,,1962,07,07,Japan,,,,,,,,,Yasuo,Fujii,,藤井 康雄,,179,71,L,R,1987,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujikka01,fujikka01,,,1957,08,31,Japan,,,,,,,,,Kazumasa,Fujikura,,藤倉 多祐,,150,67,R,R,1980,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujikky01,fujikky01,fujikky01,,1980,07,21,Japan,,,,,,,,,Kyuji,Fujikawa,,藤川 球児,,198,73,L,R,1999,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiksh01,fujiksh01,,,1987,08,17,Japan,,,,,,,,,Shunsuke,Fujikawa,,俊介,,170,70,R,R,2010,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujikte01,fujikte01,,,1933,12,09,Japan,,,,,,,,,Tetsuro,Fujikawa,,藤川 哲郎,,150,68,R,R,1954,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimak01,fujimak01,,,1930,12,11,Japan,,,,,,,,,Akikazu,Fujimichi,,藤道 昭和,,141,66,R,R,1952,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimat01,fujimat01,fujimat01,,1977,10,04,Japan,,,,,,,,,Atsushi,Fujimoto,,藤本 敦士,,159,69,L,R,2001,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimda01,fujimda01,,,1989,07,25,Japan,,,,,,,,,Daisuke,Fujimura,,藤村 大介,,163,69,L,R,2008,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimfu01,fujimfu01,fujimfu01,,1916,08,14,Japan,,,,,,,,,Fumio,Fujimura,,藤村 富美男,,174,68,R,R,1936,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimhi01,fujimhi01,fujimhi01,,1963,11,08,Japan,,,,,,,,,Hiroshi,Fujimoto,,藤本 博史,,203,72,R,R,1982,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimhi02,fujimhi02,fujimhi02,,1918,05,18,Japan,,,,,,,,,Hideo,Fujimoto,,藤本 英雄,,143,67,R,R,1942,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimka01,fujimka01,,,1947,11,28,Japan,,,,,,,,,Kazuhiro,Fujimoto,,藤本 和宏,,176,69,L,L,1967,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimka02,fujimka02,,,1937,08,08,Japan,,,,,,,,,Katsumi,Fujimoto,,藤本 勝巳,,170,69,R,R,1956,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimke01,fujimke01,,,1966,06,12,Japan,,,,,,,,,Kenji,Fujimoto,,藤本 健治,,172,71,R,R,1985,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimke02,fujimke02,,,1940,07,11,Japan,,,,,,,,,Kensaku,Fujimoto,,藤本 健作,,146,69,R,R,1959,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimma01,fujimma01,,,1961,04,05,Japan,,,,,,,,,Masato,Fujimura,,藤村 雅人,,168,72,R,R,1980,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimma02,fujimma02,,,1953,01,18,Japan,,,,,,,,,Masaharu,Fujimoto,,藤本 昌治,,176,69,R,R,1972,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimsh01,fujimsh01,,,1964,10,07,Japan,,,,,,,,,Shigeki,Fujimoto,,藤本 茂喜,,165,70,R,R,1983,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimsh02,fujimsh02,,,1964,07,22,Japan,,,,,,,,,Shuji,Fujimoto,,藤本 修二,,187,71,R,R,1983,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimsh03,fujimsh03,,,1938,04,11,Japan,,,,,,,,,Shoichi,Fujimoto,,藤本 正一,,165,70,R,R,1957,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimsh04,fujimsh04,,,1938,03,31,Japan,,,,,,,,,Shin,Fujimoto,,藤本 伸,,141,69,R,R,1956,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimta01,fujimta01,,,1921,10,05,Japan,,,,,,,,,Takao,Fujimura,,藤村 隆男,,141,67,R,R,1940,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimto01,fujimto01,,,1971,05,01,Japan,,,,,,,,,Toshihiko,Fujimoto,,藤本 強士,,185,72,B,R,1990,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimto03,fujimto03,,,,,,Japan,,,,,,,,,,,,Fujimoto Toshihiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinfu01,fujinfu01,,,1917,04,29,Japan,,,,,,,,,Fumisaburo,Fujino,,藤野 文三郎,,150,69,R,R,1937,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinke01,fujinke01,,,2003,08,23,Japan,,,,,,,,,Keio,Fujino,,藤野 恵音,,172,71,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinmi01,fujinmi01,,,1925,02,20,Japan,,,,,,,,,Mitsuhisa,Fujino,,藤野 光久,,165,69,R,R,1952,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinmi02,fujinmi02,,,1911,02,11,Japan,,,,,,,,,Mitsuo,Fujinami,,藤浪 光雄,,123,62,R,R,1937,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinse01,fujinse01,,,1963,04,29,Japan,,,,,,,,,Seigo,Fujino,,藤野 正剛,,165,69,R,R,1982,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinsh01,fujinsh01,,,1994,04,12,Japan,,,,,,,,,Shintaro,Fujinami,,藤浪 晋太郎,,216,78,R,R,2013,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinta01,fujinta01,,,1941,04,06,Japan,,,,,,,,,Takashi,Fujino,,藤野 隆司,,143,68,R,R,1960,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinyo01,fujinyo01,,,1926,10,25,Japan,,,,,,,,,Yoshito,Fujino,,藤野 良人,,163,70,R,R,1944,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujinyu01,fujinyu01,,,1951,04,26,Japan,,,,,,,,,Yukio,Fujinami,,藤波 行雄,,157,69,L,L,1974,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiohi01,fujiohi01,,,1966,10,18,Japan,,,,,,,,,Hiroki,Fujioka,,藤岡 寛生,,179,70,R,R,1985,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiosa01,fujiosa01,,,1955,06,24,Japan,,,,,,,,,Sadaaki,Fujioka,,藤岡 貞明,,168,72,R,R,1980,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiosh01,fujiosh01,,,1934,10,28,Japan,,,,,,,,,Shigeru,Fujio,,藤尾 茂,,165,69,R,R,1953,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujiota01,fujiota01,,,1989,07,17,Japan,,,,,,,,,Takahiro,Fujioka,,藤岡 貴裕,,205,72,L,L,2012,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
